date,open,high,low,close,volume,taker_buy_volume,pvsra_label,rsi,target,dxy
2023-01-02 15:00:00,16698.69,16750.0,16692.01,16734.66,6426.56347,3378.12058,bull100,74.89579052427574,hold,
2023-01-02 16:00:00,16734.66,16739.64,16708.23,16710.88,3861.0201,1880.5146,bear100,68.00632262974555,hold,
2023-01-02 17:00:00,16710.69,16723.0,16707.12,16715.42,3035.91493,1622.9706,bull100,59.82799176712704,hold,
2023-01-02 18:00:00,16715.42,16731.71,16707.47,16723.81,2810.694,1469.96642,bull100,66.35267666782957,hold,
2023-01-02 19:00:00,16723.64,16738.22,16715.88,16737.56,2607.1075,1316.05853,bull100,67.06882161013691,hold,
2023-01-02 20:00:00,16737.56,16738.23,16709.29,16728.52,2881.53898,1417.43862,bear100,66.42368678139341,hold,
2023-01-02 21:00:00,16728.52,16799.23,16718.41,16757.76,3771.07914,2033.27194,bull100,58.47583643122663,hold,
2023-01-02 22:00:00,16757.76,16763.78,16690.18,16698.4,5609.151,2761.75077,bear200,43.26479227864074,hold,
2023-01-02 23:00:00,16698.4,16722.98,16660.51,16672.87,6806.55328,3245.25604,bear200,41.779333210535846,hold,
2023-01-03 00:00:00,16672.78,16706.14,16647.81,16695.59,5684.61483,2884.00666,bull100,44.2971944170308,hold,104.5199966430664
2023-01-03 01:00:00,16695.59,16696.04,16651.42,16677.6,5606.2077,2784.63174,bear100,40.23765065353905,hold,104.5199966430664
2023-01-03 02:00:00,16677.6,16688.53,16671.6,16674.03,4217.23484,2049.00981,bear100,41.65173080302204,hold,104.5199966430664
2023-01-03 03:00:00,16674.04,16700.28,16666.91,16691.81,4675.39859,2436.93728,bull100,49.46111695757929,hold,104.5199966430664
2023-01-03 04:00:00,16691.81,16699.63,16681.79,16685.64,3591.36818,1762.118,bear100,47.65144152899273,hold,104.5199966430664
2023-01-03 05:00:00,16685.21,16727.72,16683.31,16725.5,5214.59458,2673.69196,bull100,48.374272327133376,hold,104.5199966430664
2023-01-03 06:00:00,16725.5,16778.4,16722.31,16727.58,7123.40419,3580.67404,bull100,53.21129143912012,hold,104.5199966430664
2023-01-03 07:00:00,16727.58,16732.64,16707.57,16729.74,5504.97638,2716.38793,bull100,52.77907157273769,hold,104.5199966430664
2023-01-03 08:00:00,16730.15,16735.84,16698.15,16715.22,7060.75169,3481.85871,bear100,48.37168745497974,hold,104.5199966430664
2023-01-03 09:00:00,16714.77,16766.0,16714.0,16741.31,6977.90665,3576.63537,bull100,50.67907717938501,hold,104.5199966430664
2023-01-03 10:00:00,16741.22,16749.1,16721.89,16724.32,5640.0479,2792.93992,bear100,49.2607195662887,sell,104.5199966430664
2023-01-03 11:00:00,16724.0,16737.58,16709.87,16721.03,5897.45752,2844.17647,bear100,42.88481655108328,sell,104.5199966430664
2023-01-03 12:00:00,16721.42,16728.02,16703.0,16710.85,6466.63588,3212.45692,bear100,52.97946680706366,hold,104.5199966430664
2023-01-03 13:00:00,16710.85,16739.93,16709.41,16725.53,7567.34193,3738.12604,bull100,63.29260904684888,hold,104.5199966430664
2023-01-03 14:00:00,16725.53,16773.0,16631.95,16661.23,15670.06766,7549.53611,bear200,42.831511307686085,hold,104.5199966430664
2023-01-03 15:00:00,16662.08,16683.45,16617.79,16676.94,12427.73835,6326.82445,bull150,49.86098239110291,hold,104.5199966430664
2023-01-03 16:00:00,16677.54,16688.2,16611.3,16622.58,10273.56889,4965.67112,bear100,41.07297775618626,hold,104.5199966430664
2023-01-03 17:00:00,16621.93,16644.0,16605.28,16633.65,6785.77064,3436.7778,bull100,39.66815888580983,hold,104.5199966430664
2023-01-03 18:00:00,16633.15,16653.53,16626.8,16645.08,5698.95938,2902.77156,bull100,42.92689732142901,hold,104.5199966430664
2023-01-03 19:00:00,16644.51,16657.54,16622.41,16643.37,6760.83384,3384.91663,bear100,33.47950275576298,hold,104.5199966430664
2023-01-03 20:00:00,16643.77,16680.44,16640.4,16661.37,7053.06124,3547.08396,bull100,37.483458731898686,hold,104.5199966430664
2023-01-03 21:00:00,16661.37,16685.73,16658.36,16664.63,4588.95144,2381.39976,bull100,37.74238487894882,buy,104.5199966430664
2023-01-03 22:00:00,16664.44,16680.37,16647.71,16677.11,3839.28133,1932.85107,bull100,42.769872889394776,buy,104.5199966430664
2023-01-03 23:00:00,16677.11,16695.0,16667.16,16675.18,5215.3637,2634.27915,bear100,36.18781068549226,buy,104.5199966430664
2023-01-04 00:00:00,16675.65,16677.15,16652.66,16660.53,4922.78018,2453.25459,bear100,36.54503269352456,buy,104.25
2023-01-04 01:00:00,16660.53,16737.23,16657.68,16701.97,9492.81204,4797.98717,bull100,46.53706395348885,buy,104.25
2023-01-04 02:00:00,16701.63,16754.52,16701.5,16736.52,9182.6903,4757.49231,bull100,54.28447441332603,buy,104.25
2023-01-04 03:00:00,16736.52,16877.65,16736.39,16862.02,18306.29002,9276.16324,bull200,66.62930383293946,hold,104.25
2023-01-04 04:00:00,16862.61,16910.98,16849.44,16860.5,10155.76424,5173.105,bear100,78.66286930755703,hold,104.25
2023-01-04 05:00:00,16861.05,16867.22,16840.36,16857.57,6067.9004,2951.20322,bear100,76.973389481229,hold,104.25
2023-01-04 06:00:00,16857.57,16880.0,16849.31,16878.18,6314.32318,3140.7973,bull100,92.4471901155824,hold,104.25
2023-01-04 07:00:00,16878.87,16891.27,16850.0,16869.44,7732.26528,3864.29055,bear100,89.46276150627425,hold,104.25
2023-01-04 08:00:00,16869.49,16919.0,16833.5,16864.95,10747.14204,5404.96717,bear100,87.67348617250823,hold,104.25
2023-01-04 09:00:00,16864.51,16869.7,16831.13,16844.91,7428.47586,3681.91429,bear100,82.49177790675122,hold,104.25
2023-01-04 10:00:00,16844.69,16848.06,16832.1,16844.92,6103.39721,2973.60673,bull100,81.41365736778985,hold,104.25
2023-01-04 11:00:00,16845.3,16854.24,16834.42,16835.35,6041.62493,2956.60873,bear100,78.60014742343965,hold,104.25
2023-01-04 12:00:00,16835.35,16846.95,16804.08,16812.19,8292.1096,4059.4505,bear100,71.84770654072537,buy,104.25
2023-01-04 13:00:00,16812.57,16837.34,16808.55,16828.2,6632.83668,3312.69191,bull100,73.6711837138788,hold,104.25
2023-01-04 14:00:00,16828.4,16863.09,16795.24,16830.12,11666.84154,5624.45249,bull150,77.31005829495302,hold,104.25
